CUSTID,REGION
20320,South
20321,South
20322,North
20323,South
20324,East
20325,South
20326,South
20327,East
20328,South
20329,West
20330,West
20331,North
20332,North
20333,West
20334,West
20335,North
20336,West
20337,South
20338,East
20339,South
20340,South
20341,South
20342,West
20343,South
20344,South
20345,North
20346,East
20347,North
20348,North
20349,East
20350,North
20351,West
20352,East
20353,West
20354,South
20355,North
20356,East
20357,North
20358,East
20359,South
20360,South
20361,East
20362,East
20363,East
20364,East
20365,East
20366,North
20367,North
20368,East
20369,West
20370,South
20371,West
20372,West
20373,North
20374,East
20375,South
20376,South
20377,East
20378,West
20379,South
20380,West
20381,West
20382,North
20383,East
20384,South
20385,South
20386,North
20387,East
20388,East
20389,East
20390,North
20391,South
20392,East
20393,East
20394,North
20395,East
20396,West
20397,North
20398,East
20399,East
20400,West
20401,West
20402,East
20403,North
20404,West
20405,West
20406,North
20407,West
20408,North
20409,West
20410,West
20411,North
20412,North
20413,North
20414,South
20415,West
20416,South
20417,North
20418,West
20419,North
20420,North
20421,West
20422,East
20423,West
20424,East
20425,East
20426,South
20427,North
20428,West
20429,East
20430,East
20431,West
20432,West
20433,East
20434,East
20435,West
20436,South
20437,South
20438,North
20439,East
20440,North
20441,West
20442,South
20443,West
20444,South
20445,South
20446,East
20447,South
20448,South
20449,North
20450,North
20451,South
20452,West
20453,South
20454,West
20455,East
20456,North
20457,West
20458,North
20459,East
20460,North
20461,North
20462,West
20463,South
20464,South
20465,East
20466,North
20467,North
20468,South
20469,North
20470,East
20471,East
20472,West
20473,North
20474,East
20475,West
20476,North
20477,East
20478,South
20479,South
20480,East
20481,West
20482,North
20483,North
20484,East
20485,West
20486,South
20487,North
20488,West
20489,West
20490,North
20491,North
20492,West
20493,East
20494,West
20495,North
20496,East
20497,North
20498,South
20499,East
20500,South
20501,East
20502,South
20503,East
20504,North
20505,West
20506,West
20507,East
20508,East
20509,East
20510,South
20511,South
20512,South
20513,North
20514,South
20515,South
20516,South
20517,North
20518,East
20519,South
20520,East
20521,North
20522,East
20523,South
20524,North
20525,East
20526,East
20527,West
20528,North
20529,North
20530,West
20531,South
20532,South
20533,North
20534,East
20535,North
20536,East
20537,South
20538,South
20539,South
20540,West
20541,North
20542,West
20543,East
20544,East
20545,North
20546,East
20547,North
20548,North
20549,West
20550,West
20551,West
20552,North
20553,North
20554,North
20555,South
20556,East
20557,East
20558,North
20559,South
20560,South
20561,North
20562,South
20563,North
20564,South
20565,North
20566,North
20567,South
20568,North
20569,East
20570,South
20571,North
20572,North
20573,South
20574,East
20575,East
20576,West
20577,South
20578,East
20579,North
20580,West
20581,East
20582,South
20583,South
20584,North
20585,North
20586,East
20587,East
20588,South
20589,East
20590,East
20591,West
20592,South
20593,West
20594,East
20595,South
20596,North
20597,North
20598,West
20599,East
20600,West
20601,North
20602,North
20603,North
20604,East
20605,North
20606,South
20607,North
20608,South
20609,South
20610,South
20611,East
20612,West
20613,West
20614,West
20615,South
20616,North
20617,South
20618,South
20619,East
20620,East
20621,South
20622,South
20623,North
20624,North
20625,South
20626,South
20627,East
20628,West
20629,East
20630,East
20631,West
20632,North
20633,West
20634,North
20635,West
20636,South
20637,South
20638,West
20639,East
20640,West
20641,South
20642,West
20643,South
20644,West
20645,North
20646,North
20647,South
20648,West
20649,South
20650,West
20651,South
20652,North
20653,South
20654,South
20655,South
20656,North
20657,East
20658,East
20659,East
20660,West
20661,North
20662,West
20663,South
20664,South
20665,North
20666,East
20667,East
20668,South
20669,South
20670,West
20671,North
20672,South
20673,North
20674,West
20675,North
20676,South
20677,East
20678,South
20679,East
20680,East
20681,North
20682,North
20683,North
20684,North
20685,South
20686,East
20687,West
20688,West
20689,West
20690,North
20691,North
20692,East
20693,South
20694,South
20695,East
20696,West
20697,East
20698,South
20699,West
20700,West
20701,West
20702,North
20703,North
20704,North
20705,West
20706,South
20707,South
20708,East
20709,North
20710,South
20711,North
20712,East
20713,West
20714,West
20715,East
20716,South
20717,East
20718,South
20719,North
20720,East
20721,North
20722,West
20723,East
20724,West
20725,South
20726,South
20727,South
20728,East
20729,North
20730,East
20731,South
20732,West
20733,North
20734,West
20735,North
20736,West
20737,East
20738,North
20739,West
20740,South
20741,North
20742,East
20743,East
20744,West
20745,South
20746,West
20747,North
20748,North
20749,North
20750,East
20751,South
20752,West
20753,East
20754,West
20755,East
20756,North
20757,North
20758,East
20759,North
20760,South
20761,South
20762,West
20763,North
20764,South
20765,South
20766,West
20767,South
20768,South
20769,South
20770,East
20771,West
20772,South
20773,West
20774,West
20775,North
20776,South
20777,East
20778,East
20779,North
20780,North
20781,West
20782,East
20783,East
20784,East
20785,West
20786,West
20787,South
20788,East
20789,East
20790,East
20791,North
20792,North
20793,East
20794,South
20795,South
20796,West
20797,North
20798,East
20799,North
20800,West
20801,North
20802,North
20803,East
20804,North
20805,West
20806,East
20807,East
20808,South
20809,West
20810,East
20811,South
20812,North
20813,West
20814,North
20815,East
20816,West
20817,West
20818,North
20819,East
20820,North
20821,East
20822,North
20823,West
20824,South
20825,South
20826,North
20827,East
20828,North
20829,South
20830,North
20831,West
20832,East
20833,East
20834,East
20835,East
20836,South
20837,North
20838,East
20839,East
20840,North
20841,West
20842,North
20843,North
20844,South
20845,West
20846,East
20847,North
20848,West
20849,East
20850,South
20851,East
20852,North
20853,West
20854,South
20855,South
20856,West
20857,East
20858,South
20859,South
20860,North
20861,North
20862,East
20863,South
20864,East
20865,East
20866,East
20867,South
20868,East
20869,South
20870,East
20871,West
20872,North
20873,East
20874,West
20875,West
20876,North
20877,East
20878,North
20879,South
20880,West
20881,East
20882,North
20883,South
20884,West
20885,East
20886,East
20887,West
20888,West
20889,North
20890,West
20891,East
20892,East
20893,South
20894,North
20895,East
20896,East
20897,West
20898,South
20899,North
20900,East
20901,East
20902,North
20903,West
20904,North
20905,South
20906,East
20907,South
20908,West
20909,North
20910,South
20911,West
20912,West
20913,North
20914,East
20915,West
20916,North
20917,East
20918,West
20919,South
20920,West
20921,North
20922,East
20923,South
20924,East
20925,North
20926,North
20927,East
20928,North
20929,West
20930,East
20931,East
20932,South
20933,West
20934,East
20935,South
20936,North
20937,North
20938,North
20939,West
20940,West
20941,North
20942,South
20943,East
20944,South
20945,South
20946,West
20947,South
20948,East
20949,South
20950,North
20951,East
20952,North
20953,West
20954,West
20955,South
20956,South
20957,North
20958,West
20959,South
20960,North
20961,West
20962,North
20963,West
20964,North
20965,West
20966,East
20967,West
20968,East
20969,South
20970,East
20971,West
20972,West
20973,North
20974,East
20975,West
20976,East
20977,West
20978,South
20979,North
20980,West
20981,West
20982,North
20983,East
20984,South
20985,East
20986,South
20987,West
20988,South
20989,South
20990,North
20991,North
20992,East
20993,East
20994,South
20995,North
20996,West
20997,West
20998,South
20999,North
21000,East
21001,South
21002,East
21003,South
21004,West
21005,West
21006,East
21007,South
21008,West
21009,West
21010,East
21011,South
21012,North
21013,South
21014,South
21015,North
21016,South
21017,South
21018,North
21019,East
21020,East
21021,West
21022,East
21023,East
21024,West
21025,South
21026,East
21027,North
21028,East
21029,East
21030,South
21031,West
21032,East
21033,East
21034,North
21035,East
21036,South
21037,East
21038,West
21039,West
21040,East
21041,West
21042,North
21043,East
21044,South
21045,West
21046,East
21047,East
21048,North
21049,West
21050,West
21051,East
21052,East
21053,South
21054,South
21055,North
21056,South
21057,West
21058,North
21059,North
21060,South
21061,South
21062,West
21063,West
21064,South
21065,West
21066,South
21067,East
21068,East
21069,West
21070,West
21071,East
21072,North
21073,South
21074,West
21075,East
21076,South
21077,South
21078,North
21079,West
21080,East
21081,East
21082,South
21083,North
21084,South
21085,South
21086,South
21087,West
21088,South
21089,East
21090,North
21091,South
21092,South
21093,East
21094,North
21095,North
21096,South
21097,West
21098,West
21099,South
21100,South
21101,West
21102,South
21103,North
21104,South
21105,North
21106,South
21107,East
21108,North
21109,East
21110,West
21111,North
21112,South
21113,West
21114,West
21115,North
21116,East
21117,East
21118,East
21119,South
21120,West
21121,East
